comuni;
Abbasanta;
Aggius;
Aglientu;
Aidomaggiore;
Albagiara;
Ales;
Alghero;
Allai;
Alà dei Sardi;
Anela;
Arborea;
Arbus;
Ardara;
Ardauli;
Aritzo;
Armungia;
Arzachena;
Arzana;
Assemini;
Assolo;
Asuni;
Atzara;
Austis;
Badesi;
Ballao;
Banari;
Baradili;
Baratili San Pietro;
Baressa;
Bari Sardo;
Barrali;
Barumini;
Bauladu;
Baunei;
Belvì;
Benetutti;
Berchidda;
Bessude;
Bidonì;
Birori;
Bitti;
Bolotana;
Bonarcado;
Bonnanaro;
Bono;
Bonorva;
Boroneddu;
Borore;
Bortigali;
Bortigiadas;
Borutta;
Bosa;
Bottidda;
Buddusò;
Budoni;
Buggerru;
Bultei;
Bulzi;
Burcei;
Burgos;
Busachi;
Cabras;
Cagliari;
Calangianus;
Calasetta;
Capoterra;
Carbonia;
Cardedu;
Cargeghe;
Carloforte;
Castelsardo;
Castiadas;
Cheremule;
Chiaramonti;
Codrongianos;
Collinas;
Cossoine;
Cuglieri;
Curcuris;
Decimomannu;
Decimoputzu;
Desulo;
Dolianova;
Domus de Maria;
Domusnovas;
Donori;
Dorgali;
Dualchi;
Elini;
Elmas;
Erula;
Escalaplano;
Escolca;
Esporlatu;
Esterzili;
Florinas;
Fluminimaggiore;
Flussio;
Fonni;
Fordongianus;
Furtei;
Gadoni;
Gairo;
Galtellì;
Gavoi;
Genoni;
Genuri;
Gergei;
Gesico;
Gesturi;
Ghilarza;
Giave;
Giba;
Girasole;
Golfo Aranci;
Goni;
Gonnesa;
Gonnoscodina;
Gonnosfanadiga;
Gonnosnò;
Gonnostramatza;
Guamaggiore;
Guasila;
Guspini;
Iglesias;
Ilbono;
Illorai;
Irgoli;
Isili;
Ittireddu;
Ittiri;
Jerzu;
La Maddalena;
Laconi;
Laerru;
Lanusei;
Las Plassas;
Lei;
Loceri;
Loculi;
Lodine;
Lodè;
Loiri Porto San Paolo;
Lotzorai;
Lula;
Lunamatrona;
Luogosanto;
Luras;
Macomer;
Magomadas;
Mamoiada;
Mandas;
Mara;
Maracalagonis;
Marrubiu;
Martis;
Masainas;
Masullas;
Meana Sardo;
Milis;
Modolo;
Mogorella;
Mogoro;
Monastir;
Monserrato;
Monteleone Rocca Doria;
Monti;
Montresta;
Mores;
Morgongiori;
Muravera;
Muros;
Musei;
Narbolia;
Narcao;
Neoneli;
Noragugume;
Norbello;
Nughedu San Nicolò;
Nughedu Santa Vittoria;
Nule;
Nulvi;
Nurachi;
Nuragus;
Nurallao;
Nuraminis;
Nureci;
Nurri;
Nuxis;
Nùoro;
Olbia;
Oliena;
Ollastra;
Ollolai;
Olmedo;
Olzai;
Onanì;
Onifai;
Oniferi;
Orani;
Orgosolo;
Oristano;
Orosei;
Orotelli;
Orroli;
Ortacesus;
Ortueri;
Orune;
Oschiri;
Osidda;
Osilo;
Osini;
Ossi;
Ottana;
Ovodda;
Ozieri;
Pabillonis;
Padria;
Padru;
Palau;
Palmas Arborea;
Pattada;
Pau;
Pauli Arbarei;
Paulilatino;
Perdasdefogu;
Perdaxius;
Perfugas;
Pimentel;
Piscinas;
Ploaghe;
Pompu;
Porto Torres;
Portoscuso;
Posada;
Pozzomaggiore;
Pula;
Putifigari;
Quartu Sant'Elena;
Quartucciu;
Riola Sardo;
Romana;
Ruinas;
Sadali;
Sagama;
Samassi;
Samatzai;
Samugheo;
San Basilio;
San Gavino Monreale;
San Giovanni Suergiu;
San Nicolò Gerrei;
San Nicolò d'Arcidano;
San Sperate;
San Teodoro;
San Vero Milis;
San Vito;
Sanluri;
Sant'Andrea Frius;
Sant'Anna Arresi;
Sant'Antioco;
Sant'Antonio di Gallura;
Santa Giusta;
Santa Maria Coghinas;
Santa Teresa Gallura;
Santadi;
Santu Lussurgiu;
Sardara;
Sarroch;
Sarule;
Sassari;
Scano di Montiferro;
Sedilo;
Sedini;
Segariu;
Selargius;
Selegas;
Semestene;
Seneghe;
Senis;
Sennariolo;
Sennori;
Senorbì;
Serdiana;
Serramanna;
Serrenti;
Serri;
Sestu;
Settimo San Pietro;
Setzu;
Seui;
Seulo;
Siamaggiore;
Siamanna;
Siapiccia;
Siddi;
Silanus;
Siligo;
Siliqua;
Silius;
Simala;
Simaxis;
Sindia;
Sini;
Siniscola;
Sinnai;
Siris;
Siurgus Donigala;
Soddì;
Solarussa;
Soleminis;
Sorgono;
Sorradile;
Sorso;
Stintino;
Suelli;
Suni;
Tadasuni;
Talana;
Telti;
Tempio Pausania;
Tergu;
Terralba;
Tertenia;
Teti;
Teulada;
Thiesi;
Tiana;
Tinnura;
Tissi;
Tonara;
Torpè;
Torralba;
Tortolì;
Tramatza;
Tratalias;
Tresnuraghes;
Triei;
Trinità d'Agultu e Vignola;
Tuili;
Tula;
Turri;
Ula Tirso;
Ulassai;
Uras;
Uri;
Urzulei;
Usellus;
Usini;
Ussana;
Ussaramanna;
Ussassai;
Uta;
Valledoria;
Vallermosa;
Viddalba;
Villa San Pietro;
Villa Sant'Antonio;
Villa Verde;
Villacidro;
Villagrande Strisaili;
Villamar;
Villamassargia;
Villanova Monteleone;
Villanova Truschedu;
Villanova Tulo;
Villanovaforru;
Villanovafranca;
Villaperuccio;
Villaputzu;
Villasalto;
Villasimius;
Villasor;
Villaspeciosa;
Villaurbana;
Zeddiani;
Zerfaliu;
