comuni;
Brienno;
Brignano Gera d'Adda;
Brinzio;
Brione;
Briosco;
Brissago-Valtravaglia;
Brivio;
Broni;
Brugherio;
Brumano;
Brunate;
Brunello;
Brusaporto;
Brusimpiano;
Bubbiano;
Buccinasco;
Buglio in Monte;
Buguggiate;
Bulciago;
Bulgarograsso;
Burago di Molgora;
Buscate;
Busnago;
Bussero;
Busto Arsizio;
Busto Garolfo;
Cabiate;
Cadegliano Viconago;
Cadorago;
Cadrezzate con Osmate;
Caglio;
Caino;
Caiolo;
Cairate;
Calcinate;
Calcinato;
Calcio;
Calco;
Calolziocorte;
Calusco d'Adda;
Calvagese della Riviera;
Calvatone;
Calvenzano;
Calvignano;
Calvignasco;
Calvisano;
Cambiago;
Camerata Cornello;
Camisano;
Campagnola Cremasca;
Camparada;
Campione d'Italia;
Campodolcino;
Campospinoso Albaredo;
Candia Lomellina;
Canegrate;
Canneto Pavese;
Canneto sull'Oglio;
Canonica d'Adda;
Cantello;
Cantù;
Canzo;
Capergnanica;
Capiago Intimiano;
Capizzone;
Capo di Ponte;
Caponago;
Capovalle;
Cappella Cantone;
Cappella de' Picenardi;
Capralba;
Capriano del Colle;
Capriate San Gervasio;
Caprino Bergamasco;
Capriolo;
Carate Brianza;
Carate Urio;
Caravaggio;
Caravate;
Carbonara al Ticino;
Carbonate;
Cardano al Campo;
Carenno;
Carimate;
Carlazzo;
Carnago;
Carnate;
Carobbio degli Angeli;
Carona;
Caronno Pertusella;
Caronno Varesino;
Carpenedolo;
Carpiano;
Carugate;
Carugo;
Carvico;
Casalbuttano ed Uniti;
Casale Cremasco-Vidolasco;
Casale Litta;
Casaletto Ceredano;
Casaletto di Sopra;
Casaletto Lodigiano;
Casaletto Vaprio;
Casalmaggiore;
Casalmaiocco;
Casalmorano;
Casalmoro;
Casaloldo;
Casalpusterlengo;
Casalromano;
Casalzuigno;
Casanova Lonati;
Casargo;
Casarile;
Casatenovo;
Casatisma;
Casazza;
Casciago;
Casei Gerola;
Caselle Landi;
Caselle Lurani;
Casirate d'Adda;
Caslino d'Erba;
Casnate con Bernate;
Casnigo;
Casorate Primo;
Casorate Sempione;
Casorezzo;
Caspoggio;
Cassago Brianza;
Cassano d'Adda;
Cassano Magnago;
Cassano Valcuvia;
Cassiglio;
Cassina de' Pecchi;
Cassina Rizzardi;
Cassina Valsassina;
Cassinetta di Lugagnano;
Cassolnovo;
Castana;
Castano Primo;
Casteggio;
Castegnato;
Castel d'Ario;
Castel Gabbiano;
Castel Goffredo;
Castel Mella;
Castel Rozzone;
Castelbelforte;
Castelcovati;
Casteldidone;
Castelgerundo;
Castellanza;
Castelleone;
Castelletto di Branduzzo;
Castelli Calepio;
Castello Cabiaglio;
Castello d'Agogna;
Castello dell'Acqua;
Castello di Brianza;
Castellucchio;
Castelmarte;
Castelnovetto;
Castelnuovo Bocca d'Adda;
Castelnuovo Bozzente;
Castelseprio;
Castelveccana;
Castelverde;
Castelvisconti;
Castenedolo;
Castiglione d'Adda;
Castiglione delle Stiviere;
Castiglione Olona;
Castione Andevenno;
Castione della Presolana;
Castiraga Vidardo;
Casto;
Castrezzato;
Castro;
Castronno;
Cava Manara;
Cavargna;
Cavaria con Premezzo;
Cavenago d'Adda;
Cavenago di Brianza;
Cavernago;
Cavriana;
Cazzago Brabbia;
Cazzago San Martino;
Cazzano Sant'Andrea;
Cecima;
Cedegolo;
Cedrasco;
Cella Dati;
Cellatica;
Cenate Sopra;
Cenate Sotto;
Cene;
Centro Valle Intelvi;
Cerano d'Intelvi;
Ceranova;
Cercino;
Ceresara;
Cerete;
Ceretto Lomellina;
Cergnago;
Ceriano Laghetto;
Cermenate;
Cernobbio;
Cernusco Lombardone;
Cernusco sul Naviglio;
Cerro al Lambro;
Cerro Maggiore;
Certosa di Pavia;
Cerveno;
Cervesina;
Cervignano d'Adda;
Cesana Brianza;
Cesano Boscone;
Cesano Maderno;
Cesate;
Ceto;
Cevo;
Chiari;
Chiavenna;
Chiesa in Valmalenco;
Chieve;
Chignolo d'Isola;
Chignolo Po;
Chiuduno;
Chiuro;
Cicognolo;
Cigognola;
Cigole;
Cilavegna;
Cimbergo;
Cingia de' Botti;
Cinisello Balsamo;
Cino;
Cirimido;
Cisano Bergamasco;
Ciserano;
Cislago;
Cisliano;
Cittiglio;
Civate;
Cividate al Piano;
Cividate Camuno;
Civo;
Claino con Osteno;
Clivio;
Clusone;
Coccaglio;
Cocquio-Trevisago;
Codevilla;
Codogno;
Cogliate;
Colere;
Colico;
Colle Brianza;
Collebeato;
Colli Verdi;
Collio;
Cologne;
Cologno al Serio;
Cologno Monzese;
Colonno;
Colorina;
Colturano;
Colverde;
Colzate;
Comabbio;
Comazzo;
Comerio;
Comezzano-Cizzago;
Commessaggio;
Como;
Comun Nuovo;
Concesio;
Concorezzo;
Confienza;
Copiano;
Corana;
Corbetta;
Cormano;
Corna Imagna;
Cornalba;
Cornale;
Cornaredo;
Cornate d'Adda;
Cornegliano Laudense;
Corno Giovine;
Cornovecchio;
Correzzana;
Corrido;
Corsico;
Corte de' Cortesi con Cignone;
Corte de' Frati;
Corte Franca;
Corte Palasio;
Corteno Golgi;
Cortenova;
Cortenuova;
Corteolona e Genzone;
Corvino San Quirico;
Corzano;
Cosio Valtellino;
Costa de' Nobili;
Costa di Mezzate;
Costa Masnaga;
Costa Serina;
Costa Valle Imagna;
Costa Volpino;
Covo;
Cozzo;
Crandola Valsassina;
Credaro;
Credera Rubbiano;
Crema;
Cremella;
Cremenaga;
Cremeno;
Cremia;
Cremona;
Cremosano;
Crespiatica;
Crosio della Valle;
Crotta d'Adda;
Cuasso al Monte;
Cucciago;
Cuggiono;
Cugliate-Fabiasco;
Cumignano sul Naviglio;
Cunardo;
Cura Carpignano;
Curiglia con Monteviasco;
Curno;
Curtatone;
Cusago;
Cusano Milanino;
Cusino;
Cusio;
Cuveglio;
Cuvio;
Dairago;
Dalmine;
Darfo Boario Terme;
Daverio;
Dazio;
Delebio;
Dello;
Derovere;
Dervio;
Desenzano del Garda;
Desio;
Dizzasco;
Dolzago;
Domaso;
Dongo;
Dorio;
Dorno;
Dosolo;
Dossena;
Dosso del Liro;
Dovera;
Dresano;
Dubino;
Dumenza;
Duno;
Edolo;
Ello;
Endine Gaiano;
Entratico;
Erba;
Erbusco;
Erve;
Esine;
Esino Lario;
Eupilio;
Faedo Valtellino;
Faggeto Lario;
Fagnano Olona;
Faloppio;
Fara Gera d'Adda;
Fara Olivana con Sola;
Fenegrò;
Ferno;
Ferrera di Varese;
Ferrera Erbognone;
Fiesco;
Fiesse;
Figino Serenza;
Filago;
Filighera;
Fino del Monte;
Fino Mornasco;
Fiorano al Serio;
Flero;
Fombio;
Fontanella;
Fonteno;
Foppolo;
Forcola;
Foresto Sparso;
Formigara;
Fornovo San Giovanni;
Fortunago;
Frascarolo;
Fuipiano Valle Imagna;
Fusine;
Gabbioneta-Binanuova;
Gadesco-Pieve Delmona;
Gaggiano;
Galbiate;
Galgagnano;
Gallarate;
Galliate Lombardo;
Galliavola;
Gambara;
Gambarana;
Gambolò;
Gandellino;
Gandino;
Gandosso;
Garbagnate Milanese;
Garbagnate Monastero;
Gardone Riviera;
Gardone Val Trompia;
Gargnano;
Garlasco;
Garlate;
Garzeno;
Gavardo;
Gaverina Terme;
Gavirate;
Gazoldo degli Ippoliti;
Gazzada Schianno;
Gazzaniga;
Gazzuolo;
Gemonio;
Genivolta;
Gera Lario;
Gerenzago;
Gerenzano;
Germignaga;
Gerola Alta;
Gerre de' Caprioli;
Gessate;
Ghedi;
Ghisalba;
Gianico;
Giussago;
Giussano;
Godiasco Salice Terme;
Goito;
Golasecca;
Golferenzo;
Gombito;
Gonzaga;
Gordona;
Gorgonzola;
Gorla Maggiore;
Gorla Minore;
Gorlago;
Gorle;
Gornate Olona;
Gorno;
Gottolengo;
Graffignana;
Grandate;
Grandola ed Uniti;
Grantola;
Grassobbio;
Gravedona ed Uniti;
Gravellona Lomellina;
Grezzago;
Griante;
Gromo;
Grone;
Grontardo;
Gropello Cairoli;
Grosio;
Grosotto;
Grumello Cremonese ed Uniti;
Grumello del Monte;
Guanzate;
Guardamiglio;
Gudo Visconti;
Guidizzolo;
Gussago;
Gussola;
Idro;
Imbersago;
Inarzo;
Incudine;
Induno Olona;
Introbio;
Inverigo;
Inverno e Monteleone;
Inveruno;
Inzago;
Irma;
Iseo;
Isola di Fondra;
Isola Dovarese;
Isorella;
Ispra;
Isso;
Izano;
Jerago con Orago;
La Valletta Brianza;
Lacchiarella;
Laglio;
Lainate;
Laino;
Lallio;
Lambrugo;
Landriano;
Langosco;
Lanzada;
Lardirago;
Lasnigo;
Lavena Ponte Tresa;
Laveno-Mombello;
Lavenone;
Lazzate;
Lecco;
Leffe;
Leggiuno;
Legnano;
Lenna;
Leno;
Lentate sul Seveso;
Lesmo;
Levate;
Lezzeno;
Lierna;
Limbiate;
Limido Comasco;
Limone sul Garda;
Linarolo;
Lipomo;
Lirio;
Liscate;
Lissone;
Livigno;
Livo;
Livraga;
Locate di Triulzi;
Locate Varesino;
Locatello;
Lodi;
Lodi Vecchio;
Lodrino;
Lograto;
Lomagna;
Lomazzo;
Lomello;
Lonate Ceppino;
Lonate Pozzolo;
Lonato del Garda;
Longhena;
Longone al Segrino;
Losine;
Lovere;
Lovero;
Lozio;
Lozza;
Luino;
Luisago;
Lumezzane;
Lungavilla;
Lurago d'Erba;
Lurago Marinone;
Lurano;
Lurate Caccivio;
Luvinate;
Luzzana;
Maccagno con Pino e Veddasca;
Maccastorna;
Macherio;
Maclodio;
Madesimo;
Madignano;
Madone;
Magasa;
Magenta;
Magherno;
Magnacavallo;
Magnago;
Magreglio;
Mairago;
Mairano;
Malagnino;
Malegno;
Maleo;
Malgrate;
Malnate;
Malonno;
Mandello del Lario;
Manerba del Garda;
Manerbio;
Mantello;
Mantova;
Mapello;
Marcallo con Casone;
Marcaria;
Marcheno;
Marchirolo;
Marcignago;
Margno;
Mariana Mantovana;
Mariano Comense;
Marmentino;
Marmirolo;
Marnate;
Marone;
Martignana di Po;
Martinengo;
Marudo;
Marzano;
Marzio;
Masate;
Masciago Primo;
Maslianico;
Massalengo;
Mazzano;
Mazzo di Valtellina;
Meda;
Mede;
Mediglia;
Medolago;
Medole;
Melegnano;
Meleti;
Mello;
Melzo;
Menaggio;
Menconico;
Merate;
Mercallo;
Merlino;
Merone;
Mese;
Mesenzana;
Mesero;
Mezzago;
Mezzana Bigli;
Mezzana Rabattone;
Mezzanino;
Mezzoldo;
Milano;
Milzano;
Miradolo Terme;
Misano di Gera d'Adda;
Misinto;
Missaglia;
Moggio;
Moglia;
Moio de' Calvi;
Molteno;
Moltrasio;
Monasterolo del Castello;
Monguzzo;
Moniga del Garda;
Monno;
Montagna in Valtellina;
Montalto Pavese;
Montanaso Lombardo;
Montano Lucino;
Monte Cremasco;
Monte Isola;
Monte Marenzo;
Montebello della Battaglia;
Montecalvo Versiggia;
Montegrino Valtravaglia;
Montello;
Montemezzo;
Montescano;
Montesegale;
Montevecchia;
Monticelli Brusati;
Monticelli Pavese;
Monticello Brianza;
Montichiari;
Montirone;
Montodine;
Montorfano;
Montù Beccaria;
Monvalle;
Monza;
Monzambano;
Morazzone;
Morbegno;
Morengo;
Morimondo;
Mornago;
Mornico al Serio;
Mornico Losana;
Mortara;
Morterone;
Moscazzano;
Motta Baluffi;
Motta Visconti;
Motteggiana;
Mozzanica;
Mozzate;
Mozzo;
Muggiò;
Mulazzano;
Mura;
Muscoline;
Musso;
Nave;
Nembro;
Nerviano;
Nesso;
Niardo;
Nibionno;
Nicorvo;
Nosate;
Nova Milanese;
Novate Mezzola;
Novate Milanese;
Novedrate;
Noviglio;
Nuvolento;
Nuvolera;
Odolo;
Offanengo;
Offlaga;
Oggiona con Santo Stefano;
Oggiono;
Olevano di Lomellina;
Olgiate Comasco;
Olgiate Molgora;
Olgiate Olona;
Olginate;
Oliva Gessi;
Oliveto Lario;
Olmeneta;
Olmo al Brembo;
Oltre il Colle;
Oltressenda Alta;
Oltrona di San Mamette;
Ome;
Oneta;
Ono San Pietro;
Onore;
Opera;
Origgio;
Orino;
Orio al Serio;
Orio Litta;
Ornago;
Ornica;
Orsenigo;
Orzinuovi;
Orzivecchi;
Osio Sopra;
Osio Sotto;
Osnago;
Ospedaletto Lodigiano;
Ospitaletto;
Ossago Lodigiano;
Ossimo;
Ossona;
Ostiano;
Ostiglia;
Ottobiano;
Ozzero;
Padenghe sul Garda;
Paderno d'Adda;
Paderno Dugnano;
Paderno Franciacorta;
Paderno Ponchielli;
Pagazzano;
Pagnona;
Paisco Loveno;
Paitone;
Paladina;
Palazzago;
Palazzo Pignano;
Palazzolo sull'Oglio;
Palestro;
Palosco;
Pancarana;
Pandino;
Pantigliate;
Parabiago;
Paratico;
Parlasco;
Parona;
Parre;
Parzanica;
Paspardo;
Passirano;
Pasturo;
Paullo;
Pavia;
Pavone del Mella;
Pedesina;
Pedrengo;
Peglio;
Pegognaga;
Peia;
Perledo;
Pero;
Persico Dosimo;
Pertica Alta;
Pertica Bassa;
Pescarolo ed Uniti;
Pescate;
Peschiera Borromeo;
Pessano con Bornago;
Pessina Cremonese;
Pezzaze;
Piadena Drizzona;
Pian Camuno;
Piancogno;
Pianello del Lario;
Pianengo;
Pianico;
Piantedo;
Piario;
Piateda;
Piazza Brembana;
Piazzatorre;
Piazzolo;
Pieranica;
Pietra de' Giorgi;
Pieve Albignola;
Pieve del Cairo;
Pieve d'Olmi;
Pieve Emanuele;
Pieve Fissiraga;
Pieve Porto Morone;
Pieve San Giacomo;
Pigra;
Pinarolo Po;
Pioltello;
Pisogne;
Piubega;
Piuro;
Pizzale;
Pizzighettone;
Plesio;
Poggio Rusco;
Poggiridenti;
Pogliano Milanese;
Pognana Lario;
Pognano;
Polaveno;
Polpenazze del Garda;
Pompiano;
Pomponesco;
Poncarale;
Ponna;
Ponte di Legno;
Ponte in Valtellina;
Ponte Lambro;
Ponte Nizza;
Ponte Nossa;
Ponte San Pietro;
Ponteranica;
Pontevico;
Ponti sul Mincio;
Pontida;
Pontirolo Nuovo;
Pontoglio;
Porlezza;
Portalbera;
Porto Ceresio;
Porto Mantovano;
Porto Valtravaglia;
Postalesio;
Pozzaglio ed Uniti;
Pozzo d'Adda;
Pozzolengo;
Pozzuolo Martesana;
Pradalunga;
Pralboino;
Prata Camportaccio;
Predore;
Pregnana Milanese;
Premana;
Premolo;
Preseglie;
Presezzo;
Prevalle;
Primaluna;
Proserpio;
Provaglio d'Iseo;
Provaglio Val Sabbia;
Puegnago del Garda;
Pumenengo;
Pusiano;
Quingentole;
Quintano;
Quinzano d'Oglio;
Quistello;
Rancio Valcuvia;
Ranco;
Ranica;
Ranzanico;
Rasura;
Rea;
Redavalle;
Redondesco;
Remedello;
Renate;
Rescaldina;
Retorbido;
Rezzago;
Rezzato;
Rho;
Ricengo;
Ripalta Arpina;
Ripalta Cremasca;
Ripalta Guerina;
Riva di Solto;
Rivanazzano Terme;
Rivarolo del Re ed Uniti;
Rivarolo Mantovano;
Rivolta d'Adda;
Robbiate;
Robbio;
Robecchetto con Induno;
Robecco d'Oglio;
Robecco Pavese;
Robecco sul Naviglio;
Rocca de' Giorgi;
Rocca Susella;
Roccafranca;
Rodano;
Rodengo-Saiano;
Rodero;
Rodigo;
Roè Volciano;
Rogeno;
Rognano;
Rogno;
Rogolo;
Romagnese;
Romanengo;
Romano di Lombardia;
Roncadelle;
Roncaro;
Roncello;
Ronco Briantino;
Roncobello;
Roncoferraro;
Roncola;
Rosasco;
Rosate;
Rota d'Imagna;
Rovato;
Rovellasca;
Rovello Porro;
Roverbella;
Rovescala;
Rovetta;
Rozzano;
Rudiano;
Sabbio Chiese;
Sabbioneta;
Sala Comacina;
Sale Marasino;
Salerano sul Lambro;
Salò;
Saltrio;
Salvirola;
Samarate;
Samolaco;
San Bartolomeo Val Cavargna;
San Bassano;
San Benedetto Po;
San Cipriano Po;
San Colombano al Lambro;
San Damiano al Colle;
San Daniele Po;
San Donato Milanese;
San Felice del Benaco;
San Fermo della Battaglia;
San Fiorano;
San Genesio ed Uniti;
San Gervasio Bresciano;
San Giacomo delle Segnate;
San Giacomo Filippo;
San Giorgio Bigarello;
San Giorgio di Lomellina;
San Giorgio su Legnano;
San Giovanni Bianco;
San Giovanni del Dosso;
San Giovanni in Croce;
San Giuliano Milanese;
San Martino dall'Argine;
San Martino del Lago;
San Martino in Strada;
San Martino Siccomario;
San Nazzaro Val Cavargna;
San Paolo;
San Paolo d'Argon;
San Pellegrino Terme;
San Rocco al Porto;
San Siro;
San Vittore Olona;
San Zeno Naviglio;
San Zenone al Lambro;
San Zenone al Po;
Sangiano;
Sannazzaro de' Burgondi;
Santa Brigida;
Santa Cristina e Bissone;
Santa Giuletta;
Santa Margherita di Staffora;
Santa Maria della Versa;
Santa Maria Hoè;
Sant'Alessio con Vialone;
Sant'Angelo Lodigiano;
Sant'Angelo Lomellina;
Santo Stefano Lodigiano;
Santo Stefano Ticino;
Sant'Omobono Terme;
Sarezzo;
Sarnico;
Saronno;
Sartirana Lomellina;
Saviore dell'Adamello;
Scaldasole;
Scandolara Ravara;
Scandolara Ripa d'Oglio;
Scanzorosciate;
Schignano;
Schilpario;
Schivenoglia;
Secugnago;
Sedriano;
Sedrina;
Segrate;
Sellero;
Selvino;
Semiana;
Senago;
Seniga;
Senna Comasco;
Senna Lodigiana;
Seregno;
Sergnano;
Seriate;
Serina;
Serle;
Sermide e Felonica;
Sernio;
Serravalle a Po;
Sesto Calende;
Sesto ed Uniti;
Sesto San Giovanni;
Settala;
Settimo Milanese;
Seveso;
Silvano Pietra;
Sirmione;
Sirone;
Sirtori;
Siziano;
Soiano del Lago;
Solaro;
Solarolo Rainerio;
Solbiate Arno;
Solbiate con Cagno;
Solbiate Olona;
Solferino;
Solto Collina;
Solza;
Somaglia;
Somma Lombardo;
Sommo;
Soncino;
Sondalo;
Sondrio;
Songavazzo;
Sonico;
Sordio;
Soresina;
Sorico;
Sorisole;
Sormano;
Sospiro;
Sotto il Monte Giovanni XXIII;
Sovere;
Sovico;
Spessa;
Spinadesco;
Spineda;
Spino d'Adda;
Spinone al Lago;
Spirano;
Spriana;
Stagno Lombardo;
Stazzona;
Stezzano;
Stradella;
Strozza;
Suardi;
Sueglio;
Suello;
Suisio;
Sulbiate;
Sulzano;
Sumirago;
Sustinente;
Suzzara;
Taceno;
Taino;
Talamona;
Taleggio;
Tartano;
Tavazzano con Villavesco;
Tavernerio;
Tavernola Bergamasca;
Tavernole sul Mella;
Teglio;
Telgate;
Temù;
Ternate;
Terno d'Isola;
Terranova dei Passerini;
Ticengo;
Tignale;
Tirano;
Torbole Casaglia;
Torlino Vimercati;
Tornata;
Torno;
Torrazza Coste;
Torre Beretti e Castellaro;
Torre Boldone;
Torre d'Arese;
Torre de' Busi;
Torre de' Negri;
Torre de' Picenardi;
Torre de' Roveri;
Torre di Santa Maria;
Torre d'Isola;
Torre Pallavicina;
Torrevecchia Pia;
Torricella del Pizzo;
Torricella Verzate;
Toscolano Maderno;
Tovo di Sant'Agata;
Tradate;
Traona;
Travacò Siccomario;
Travagliato;
Travedona Monate;
Tremezzina;
Tremosine sul Garda;
Trenzano;
Trescore Balneario;
Trescore Cremasco;
Tresivio;
Treviglio;
Treviolo;
Treviso Bresciano;
Trezzano Rosa;
Trezzano sul Naviglio;
Trezzo sull'Adda;
Trezzone;
Tribiano;
Trigolo;
Triuggio;
Trivolzio;
Tromello;
Tronzano Lago Maggiore;
Trovo;
Truccazzano;
Turano Lodigiano;
Turate;
Turbigo;
Ubiale Clanezzo;
Uboldo;
Uggiate con Ronago;
Urago d'Oglio;
Urgnano;
Usmate Velate;
Vaiano Cremasco;
Vailate;
Val Brembilla;
Val di Nizza;
Val Masino;
Val Rezzo;
Valbondione;
Valbrembo;
Valbrona;
Valdidentro;
Valdisotto;
Valeggio;
Valera Fratta;
Valfurva;
Valganna;
Valgoglio;
Valgreghentino;
Valle Lomellina;
Valle Salimbene;
Valleve;
Vallio Terme;
Valmadrera;
Valmorea;
Valnegra;
Valsolda;
Valtorta;
Valvarrone;
Valvestino;
Vanzaghello;
Vanzago;
Vaprio d'Adda;
Varano Borghi;
Varedo;
Varenna;
Varese;
Varzi;
Vedano al Lambro;
Vedano Olona;
Vedeseta;
Veduggio con Colzano;
Veleso;
Velezzo Lomellina;
Vellezzo Bellini;
Venegono Inferiore;
Venegono Superiore;
Veniano;
Verano Brianza;
Vercana;
Verceia;
Vercurago;
Verdellino;
Verdello;
Verderio;
Vergiate;
Vermezzo con Zelo;
Vernate;
Verolanuova;
Verolavecchia;
Verretto;
Verrua Po;
Vertemate con Minoprio;
Vertova;
Vervio;
Vescovato;
Vestone;
Vezza d'Oglio;
Viadana;
Viadanica;
Vidigulfo;
Viganò;
Vigano San Martino;
Vigevano;
Viggiù;
Vignate;
Vigolo;
Villa Biscossi;
Villa Carcina;
Villa Cortese;
Villa d'Adda;
Villa d'Almè;
Villa di Chiavenna;
Villa di Serio;
Villa di Tirano;
Villa d'Ogna;
Villa Guardia;
Villachiara;
Villanova d'Ardenghi;
Villanova del Sillaro;
Villanterio;
Villanuova sul Clisi;
Villasanta;
Villimpenta;
Villongo;
Vilminore di Scalve;
Vimercate;
Vimodrone;
Vione;
Visano;
Vistarino;
Vittuone;
Vizzola Ticino;
Vizzolo Predabissi;
Vobarno;
Voghera;
Volongo;
Volpara;
Volta Mantovana;
Voltido;
Zandobbio;
Zanica;
Zavattarello;
Zeccone;
Zelbio;
Zelo Buon Persico;
Zeme;
Zenevredo;
Zerbo;
Zerbolò;
Zibido San Giacomo;
Zinasco;
Zogno;
Zone;
